id,fecha,partido,equipo_local,equipo_visitante,hora_inicio,estadio,abridor_local,era_local,abridor_visitante,era_visitante,mercado,ganador_proyectado,probabilidad_local,probabilidad_visitante,diferencia_probabilidad,solidez_modelo,marcador_proyectado,evaluacion,estado,generado_en,version_modelo,estado_es,evaluacion_es,mercado_es,total_carreras_esperadas,linea_mercado_ou,lado_recomendado_ou,probabilidad_over_ou,probabilidad_under_ou,origen_linea_ou
823836,2026-08-07,Los Angeles Angels @ Miami Marlins,Miami Marlins,Los Angeles Angels,2026-08-07,loanDepot park,Tyler Phillips,3.53,George Klassen,11.57,Ganador del partido,Miami Marlins,78.0%,22.0%,56.0%,86.61,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-06T23:58:04.918239,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Ganador del partido,,,,,,
823836,2026-08-07,Los Angeles Angels @ Miami Marlins,Miami Marlins,Los Angeles Angels,2026-08-07,loanDepot park,Tyler Phillips,3.53,George Klassen,11.57,Más/Menos carreras,N/A,48.7%,51.3%,2.6%,43.84,N/A,⭐ Partido cerrado,READY,2026-08-06T23:58:04.918239,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,9.08,9.0,UNDER,48.7,51.3,MODEL
824566,2026-08-07,Cleveland Guardians @ Chicago White Sox,Chicago White Sox,Cleveland Guardians,2026-08-07,Rate Field,Noah Schultz,5.82,Parker Messick,2.57,Ganador del partido,Cleveland Guardians,37.0%,63.0%,25.9%,72.69,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-06T23:58:05.094999,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,
824566,2026-08-07,Cleveland Guardians @ Chicago White Sox,Chicago White Sox,Cleveland Guardians,2026-08-07,Rate Field,Noah Schultz,5.82,Parker Messick,2.57,Más/Menos carreras,N/A,43.6%,56.4%,12.8%,70.42,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-06T23:58:05.094999,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Más/Menos carreras,7.77,8.0,UNDER,43.6,56.4,MODEL
823750,2026-08-07,Minnesota Twins @ Milwaukee Brewers,Milwaukee Brewers,Minnesota Twins,2026-08-07,American Family Field,Shane Drohan,3.48,Zebby Matthews,5.22,Ganador del partido,Milwaukee Brewers,77.7%,22.3%,55.4%,85.91,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-06T23:58:05.283202,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,
823750,2026-08-07,Minnesota Twins @ Milwaukee Brewers,Milwaukee Brewers,Minnesota Twins,2026-08-07,American Family Field,Shane Drohan,3.48,Zebby Matthews,5.22,Más/Menos carreras,N/A,46.1%,53.9%,7.8%,59.42,N/A,⭐ Partido cerrado,READY,2026-08-06T23:58:05.283202,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,7.92,8.0,UNDER,46.1,53.9,MODEL
824081,2026-08-07,Chicago Cubs @ Kansas City Royals,Kansas City Royals,Chicago Cubs,2026-08-07,Kauffman Stadium,Daniel Lynch IV,0.0,TBD (AWAY),0.0,Ganador del partido,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WAITING_FOR_STARTER,2026-08-06T23:58:05.454208,1.0.0,Esperando abridor,N/A,Ganador del partido,,,,,,
824081,2026-08-07,Chicago Cubs @ Kansas City Royals,Kansas City Royals,Chicago Cubs,2026-08-07,Kauffman Stadium,Daniel Lynch IV,0.0,TBD (AWAY),0.0,Más/Menos carreras,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WAITING_FOR_STARTER,2026-08-06T23:58:05.454208,1.0.0,Esperando abridor,N/A,Más/Menos carreras,,,,,,
823024,2026-08-07,Colorado Rockies @ St. Louis Cardinals,St. Louis Cardinals,Colorado Rockies,2026-08-07,Busch Stadium,Kyle Leahy,3.44,Ryan Feltner,5.75,Ganador del partido,St. Louis Cardinals,72.1%,27.9%,44.2%,91.23,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-06T23:58:05.615679,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Ganador del partido,,,,,,
823024,2026-08-07,Colorado Rockies @ St. Louis Cardinals,St. Louis Cardinals,Colorado Rockies,2026-08-07,Busch Stadium,Kyle Leahy,3.44,Ryan Feltner,5.75,Más/Menos carreras,N/A,47.3%,52.7%,5.4%,52.16,N/A,⭐ Partido cerrado,READY,2026-08-06T23:58:05.615679,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,9.46,9.5,UNDER,47.3,52.7,MODEL
822863,2026-08-07,Baltimore Orioles @ Texas Rangers,Texas Rangers,Baltimore Orioles,2026-08-07,Globe Life Field,Nathan Eovaldi,4.31,Shane Baz,3.86,Ganador del partido,Baltimore Orioles,45.9%,54.1%,8.2%,67.15,N/A,⭐ Partido cerrado,READY,2026-08-06T23:58:05.799280,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
822863,2026-08-07,Baltimore Orioles @ Texas Rangers,Texas Rangers,Baltimore Orioles,2026-08-07,Globe Life Field,Nathan Eovaldi,4.31,Shane Baz,3.86,Más/Menos carreras,N/A,50.9%,49.1%,1.8%,50.72,N/A,⭐ Partido cerrado,READY,2026-08-06T23:58:05.799280,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,8.22,8.0,OVER,50.9,49.1,MODEL
825051,2026-08-07,Los Angeles Dodgers @ Arizona Diamondbacks,Arizona Diamondbacks,Los Angeles Dodgers,2026-08-07,Chase Field,Merrill Kelly,5.04,Roki Sasaki,4.64,Ganador del partido,Arizona Diamondbacks,51.4%,48.6%,2.8%,51.77,N/A,⭐ Partido cerrado,READY,2026-08-06T23:58:05.985184,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
825051,2026-08-07,Los Angeles Dodgers @ Arizona Diamondbacks,Arizona Diamondbacks,Los Angeles Dodgers,2026-08-07,Chase Field,Merrill Kelly,5.04,Roki Sasaki,4.64,Más/Menos carreras,N/A,46.1%,53.9%,7.8%,66.62,N/A,⭐ Partido cerrado,READY,2026-08-06T23:58:05.985184,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,9.37,9.5,UNDER,46.1,53.9,MODEL
823266,2026-08-07,Houston Astros @ San Diego Padres,San Diego Padres,Houston Astros,2026-08-07,Petco Park,Robbie Ray,3.08,Ronel Blanco,7.36,Ganador del partido,San Diego Padres,65.8%,34.2%,31.5%,88.52,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-06T23:58:06.147350,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Ganador del partido,,,,,,
823266,2026-08-07,Houston Astros @ San Diego Padres,San Diego Padres,Houston Astros,2026-08-07,Petco Park,Robbie Ray,3.08,Ronel Blanco,7.36,Más/Menos carreras,N/A,50.7%,49.3%,1.4%,50.56,N/A,⭐ Partido cerrado,READY,2026-08-06T23:58:06.147350,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,8.72,8.5,OVER,50.7,49.3,MODEL
823103,2026-08-07,Tampa Bay Rays @ Seattle Mariners,Seattle Mariners,Tampa Bay Rays,2026-08-07,T-Mobile Park,Logan Gilbert,3.46,Drew Rasmussen,2.91,Ganador del partido,Tampa Bay Rays,49.9%,50.1%,0.2%,50.12,N/A,⭐ Partido cerrado,READY,2026-08-06T23:58:06.309831,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,
823103,2026-08-07,Tampa Bay Rays @ Seattle Mariners,Seattle Mariners,Tampa Bay Rays,2026-08-07,T-Mobile Park,Logan Gilbert,3.46,Drew Rasmussen,2.91,Más/Menos carreras,N/A,47.9%,52.1%,4.2%,51.68,N/A,⭐ Partido cerrado,READY,2026-08-06T23:58:06.309831,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,7.04,7.0,UNDER,47.9,52.1,MODEL
823191,2026-08-07,Detroit Tigers @ San Francisco Giants,San Francisco Giants,Detroit Tigers,2026-08-07,Oracle Park,TBD (HOME),0.0,Keider Montero,0.0,Ganador del partido,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WAITING_FOR_STARTER,2026-08-06T23:58:06.493026,1.0.0,Esperando abridor,N/A,Ganador del partido,,,,,,
823191,2026-08-07,Detroit Tigers @ San Francisco Giants,San Francisco Giants,Detroit Tigers,2026-08-07,Oracle Park,TBD (HOME),0.0,Keider Montero,0.0,Más/Menos carreras,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WAITING_FOR_STARTER,2026-08-06T23:58:06.493026,1.0.0,Esperando abridor,N/A,Más/Menos carreras,,,,,,
